definition_xml,store_name,brand,categories,declared_vehicle_type,type_description,function_keys,function_labels,definition_kind,source_review_reasons,function_cohort_id,suggested_primary_family,suggested_primary_role,suggested_secondary_roles,suggested_capabilities,semantic_confidence,semantic_review_status,support_layers,decision_basis,semantic_conflict_detail,implementation_divergence,reviewer_decision_status,approved_primary_family,approved_primary_role,approved_secondary_roles,approved_capabilities,reviewer_notes,review_unit_id,reviewed_primary_family,reviewed_primary_role,reviewed_secondary_roles,reviewed_capabilities,consolidation_resolution,semantic_profile_state,semantic_catalogue_version
johnDeere/pickUp1150/pickUp1150.xml,PickUp 1150,JOHNDEERE,weights,implement,Weight,$l10n_function_weight,A weight helps to keep a tractor's wheels on the ground and improves its balance.,DIRECT_MODEL,,SC-F141,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC,FUNCTION=$l10n_function_weight:BALLAST_WEIGHT ; TYPE_DESC=Weight:BALLAST_WEIGHT,,,APPROVED,,,,,,SC-R164,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/pickUp1800/pickUp1800.xml,PickUp 1800,JOHNDEERE,weights,implement,Weight,$l10n_function_weight,A weight helps to keep a tractor's wheels on the ground and improves its balance.,DIRECT_MODEL,,SC-F141,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC,FUNCTION=$l10n_function_weight:BALLAST_WEIGHT ; TYPE_DESC=Weight:BALLAST_WEIGHT,,,APPROVED,,,,,,SC-R164,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/pickUp900/pickUp900.xml,PickUp 900,JOHNDEERE,weights,implement,Weight,$l10n_function_weight,A weight helps to keep a tractor's wheels on the ground and improves its balance.,DIRECT_MODEL,,SC-F141,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC,FUNCTION=$l10n_function_weight:BALLAST_WEIGHT ; TYPE_DESC=Weight:BALLAST_WEIGHT,,,APPROVED,,,,,,SC-R164,SUPPORT_AND_UTILITY,BALLAST_WEIGHT,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/series3650/series3650.xml,3650,JOHNDEERE,tractorsS,tractor,tractor,$l10n_function_tractor | $l10n_function_tractorFrontloader,Tractors are required to pull trailers and tools. | This tractor can also attach a front loader.,DIRECT_MODEL,,SC-F133,POWER_AND_MOBILITY,TRACTOR,,FRONT_LOADER_COMPATIBLE,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsS:TRACTOR,,,APPROVED,,,,,,SC-R156,POWER_AND_MOBILITY,TRACTOR,,FRONT_LOADER_COMPATIBLE,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/series6M/series6M.xml,%s Series %s,JOHNDEERE,tractorsS,tractor,tractor,$l10n_function_tractor | $l10n_function_tractorFrontloader,Tractors are required to pull trailers and tools. | This tractor can also attach a front loader.,DIRECT_MODEL,,SC-F133,POWER_AND_MOBILITY,TRACTOR,,FRONT_LOADER_COMPATIBLE,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsS:TRACTOR,,,APPROVED,,,,,,SC-R156,POWER_AND_MOBILITY,TRACTOR,,FRONT_LOADER_COMPATIBLE,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/series6R/series6RExtraLarge.xml,%s Series %s,JOHNDEERE,tractorsM,tractor,tractor,$l10n_function_tractor | $l10n_function_tractorFrontloader,Tractors are required to pull trailers and tools. | This tractor can also attach a front loader.,DIRECT_MODEL,,SC-F133,POWER_AND_MOBILITY,TRACTOR,,FRONT_LOADER_COMPATIBLE,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsM:TRACTOR,,,APPROVED,,,,,,SC-R156,POWER_AND_MOBILITY,TRACTOR,,FRONT_LOADER_COMPATIBLE,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/series6R/series6RLarge.xml,%s Series %s,JOHNDEERE,tractorsM,tractor,tractor,$l10n_function_tractor | $l10n_function_tractorFrontloader,Tractors are required to pull trailers and tools. | This tractor can also attach a front loader.,DIRECT_MODEL,,SC-F133,POWER_AND_MOBILITY,TRACTOR,,FRONT_LOADER_COMPATIBLE,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsM:TRACTOR,,,APPROVED,,,,,,SC-R156,POWER_AND_MOBILITY,TRACTOR,,FRONT_LOADER_COMPATIBLE,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/series7R/series7R.xml,%s Series,JOHNDEERE,tractorsL,tractor,tractor,$l10n_function_tractor,Tractors are required to pull trailers and tools.,DIRECT_MODEL,,SC-F128,POWER_AND_MOBILITY,TRACTOR,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsL:TRACTOR,,,APPROVED,,,,,,SC-R151,POWER_AND_MOBILITY,TRACTOR,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/series848L/series848L.xml,848L-II,JOHNDEERE,forestryForwarders,forwarder,forwarder,$l10n_function_skidder,A skidder is used to pull out long logs out of the forest.,DIRECT_MODEL,,SC-F092,FORESTRY,SKIDDER,,,FUNCTION_SUPPORTED,SUGGESTED,FUNCTION,FUNCTION=$l10n_function_skidder:SKIDDER ; TYPE_DESC=forwarder:FORWARDER ; DECLARED_TYPE=forwarder:FORWARDER,,,APPROVED,,,,,,SC-R106,FORESTRY,SKIDDER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/series8R/series8R.xml,%s Series,JOHNDEERE,tractorsL,tractor,tractor,$l10n_function_tractor,Tractors are required to pull trailers and tools.,DIRECT_MODEL,,SC-F128,POWER_AND_MOBILITY,TRACTOR,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsL:TRACTOR,,,APPROVED,,,,,,SC-R151,POWER_AND_MOBILITY,TRACTOR,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/series8RT/series8RT.xml,%s Series,JOHNDEERE,tractorsL,tractor,tractor,$l10n_function_tractor,Tractors are required to pull trailers and tools.,DIRECT_MODEL,,SC-F128,POWER_AND_MOBILITY,TRACTOR,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsL:TRACTOR,,,APPROVED,,,,,,SC-R151,POWER_AND_MOBILITY,TRACTOR,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/series8RX/series8RX.xml,%s Series,JOHNDEERE,tractorsL,tractor,tractor,$l10n_function_tractor,Tractors are required to pull trailers and tools.,DIRECT_MODEL,,SC-F128,POWER_AND_MOBILITY,TRACTOR,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsL:TRACTOR,,,APPROVED,,,,,,SC-R151,POWER_AND_MOBILITY,TRACTOR,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/series9000/series9000.xml,%s Series,JOHNDEERE,forageHarvesters,combineDrivable,harvester,$l10n_function_combineForage | $l10n_function_combineNeedsForageCutter,"Forage harvesters process the indicated crop types. | For a forage harvester to work, it also needs a suitable header.",DIRECT_MODEL,,SC-F025,HARVEST,FORAGE_HARVESTER,,REQUIRES_FORAGE_HEADER,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_combineForage:FORAGE_HARVESTER ; TYPE_DESC=harvester:SELF_PROPELLED_HARVESTER ; DECLARED_TYPE=combineDrivable:SELF_PROPELLED_HARVESTER ; CATEGORY=forageHarvesters:FORAGE_HARVESTER,,,APPROVED,,,,,,SC-R030,HARVEST,FORAGE_HARVESTER,,REQUIRES_FORAGE_HEADER,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/series9R/series9R.xml,9R Series (440-640),JOHNDEERE,tractorsL,tractor,tractor,$l10n_function_tractor,Tractors are required to pull trailers and tools.,DIRECT_MODEL,,SC-F128,POWER_AND_MOBILITY,TRACTOR,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsL:TRACTOR,,,APPROVED,,,,,,SC-R151,POWER_AND_MOBILITY,TRACTOR,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/series9RX/series9RX.xml,9RX Series,JOHNDEERE,tractorsL,tractor,tractor,$l10n_function_tractor,Tractors are required to pull trailers and tools.,INHERITED_VARIANT,INHERITED_DEFINITION | PARENT_ATTRIBUTE_OPERATIONS,SC-F128,POWER_AND_MOBILITY,TRACTOR,,,CORROBORATED,SUGGESTED_EXCEPTION_REVIEW,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsL:TRACTOR,,,APPROVED,,,,,,SC-R151,POWER_AND_MOBILITY,TRACTOR,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/series9RX830/series9RX830.xml,9RX Series (710-830),JOHNDEERE,tractorsL,tractor,tractor,$l10n_function_tractor,Tractors are required to pull trailers and tools.,DIRECT_MODEL,,SC-F128,POWER_AND_MOBILITY,TRACTOR,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tractor:TRACTOR ; TYPE_DESC=tractor:TRACTOR ; DECLARED_TYPE=tractor:TRACTOR ; CATEGORY=tractorsL:TRACTOR,,,APPROVED,,,,,,SC-R151,POWER_AND_MOBILITY,TRACTOR,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/seriesS7/seriesS7.xml,S7,JOHNDEERE,harvesters,combineDrivable,harvester,$l10n_function_combine | $l10n_function_combineNeedsCutter,"This machine can harvest the indicated crop types. | For a harvester to work, it also needs a suitable header.",DIRECT_MODEL,,SC-F024,HARVEST,COMBINE_HARVESTER,,REQUIRES_HEADER,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_combine:COMBINE_HARVESTER ; TYPE_DESC=harvester:SELF_PROPELLED_HARVESTER ; DECLARED_TYPE=combineDrivable:SELF_PROPELLED_HARVESTER ; CATEGORY=harvesters:SELF_PROPELLED_HARVESTER,,,APPROVED,,,,,,SC-R028,HARVEST,COMBINE_HARVESTER,,REQUIRES_HEADER,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/seriesX9/seriesX9.xml,X9 1100,JOHNDEERE,harvesters,combineDrivable,harvester,$l10n_function_combine | $l10n_function_combineNeedsCutter,"This machine can harvest the indicated crop types. | For a harvester to work, it also needs a suitable header.",DIRECT_MODEL,,SC-F024,HARVEST,COMBINE_HARVESTER,,REQUIRES_HEADER,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_combine:COMBINE_HARVESTER ; TYPE_DESC=harvester:SELF_PROPELLED_HARVESTER ; DECLARED_TYPE=combineDrivable:SELF_PROPELLED_HARVESTER ; CATEGORY=harvesters:SELF_PROPELLED_HARVESTER,,,APPROVED,,,,,,SC-R028,HARVEST,COMBINE_HARVESTER,,REQUIRES_HEADER,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
johnDeere/v452R/v452R.xml,V452R,JOHNDEERE,balersRound,baler,baler,$l10n_function_baler,"A baler turns loose straw, grass, or hay into convenient bales.",DIRECT_MODEL,,SC-F014,GRASSLAND_AND_FORAGE,BALER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_baler:BALER ; TYPE_DESC=baler:BALER ; DECLARED_TYPE=baler:BALER ; CATEGORY=balersRound:BALER,,,APPROVED,,,,,,SC-R016,GRASSLAND_AND_FORAGE,BALER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
jungheinrich/efgS50S/efgS50S.xml,EFG S50,JUNGHEINRICH,forklifts,teleHandler,telehandler,$l10n_function_forklift,Forklifts are used to stack and load various goods.,DIRECT_MODEL,,SC-F048,MATERIAL_HANDLING,FORKLIFT,,,FUNCTION_SUPPORTED,SUGGESTED,FUNCTION,FUNCTION=$l10n_function_forklift:FORKLIFT ; TYPE_DESC=telehandler:TELEHANDLER ; DECLARED_TYPE=teleHandler:TELEHANDLER,,,APPROVED,,,,,,SC-R058,MATERIAL_HANDLING,FORKLIFT,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kaercher/hds9184M/hds9184M.xml,HDS 9/18-4 M,KAERCHER,handtoolsMisc,highPressureWasher,tool,$l10n_function_highPressureWasher,"With this machine, you can clean dirty vehicles and tools.",DIRECT_MODEL,,SC-F062,SUPPORT_AND_UTILITY,PRESSURE_WASHER,,,CORROBORATED,SUGGESTED,FUNCTION | DECLARED_TYPE,FUNCTION=$l10n_function_highPressureWasher:PRESSURE_WASHER ; TYPE_DESC=tool:GENERAL_TOOL ; DECLARED_TYPE=highPressureWasher:PRESSURE_WASHER,,,APPROVED,,,,,,SC-R072,SUPPORT_AND_UTILITY,PRESSURE_WASHER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kaweco/profi2/profi2.xml,Profi II,KAWECO,slurryTanks,manureBarrel,slurry tanker,$l10n_function_slurrySpreaderWithoutTool,Slurry tankers are used to fertilize the field with slurry. This tanker needs an additional distributor.,DIRECT_MODEL,,SC-F098,CROP_CARE,SLURRY_TANKER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_slurrySpreaderWithoutTool:SLURRY_TANKER ; TYPE_DESC=slurry tanker:SLURRY_TANKER ; DECLARED_TYPE=manureBarrel:SLURRY_TANKER ; CATEGORY=slurryTanks:SLURRY_TANKER,,,APPROVED,,,,,,SC-R113,CROP_CARE,SLURRY_TANKER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kaweco/radium255/radium255.xml,Radium 255,KAWECO,trailers,trailer,tipper,$l10n_function_tipper,Tippers/trailers are used to transport different crop types.,DIRECT_MODEL,,SC-F121,TRANSPORT_AND_LOGISTICS,TIPPER_TRAILER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | DECLARED_TYPE | CATEGORY,FUNCTION=$l10n_function_tipper:TIPPER_TRAILER ; TYPE_DESC=tipper:TIPPER_TRAILER ; DECLARED_TYPE=trailer:GENERAL_TRAILER ; CATEGORY=trailers:GENERAL_TRAILER,,,APPROVED,,,,,,SC-R144,TRANSPORT_AND_LOGISTICS,TIPPER_TRAILER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kemper/comfortSupportWheel/comfortSupportWheel.xml,Comfort Support Wheel,KEMPER,forageHarvesterCutterTrailers,implement,tool,$l10n_function_comfortSupportWheel,Support wheel to transport the Kemper headers on the road.,DIRECT_MODEL,,SC-F026,SUPPORT_AND_UTILITY,GENERAL_TOOL,,HEADER_ROAD_SUPPORT,TYPE_OR_CATEGORY_INFERRED,SUGGESTED,TYPE_DESC,TYPE_DESC=tool:GENERAL_TOOL ; CATEGORY=forageHarvesterCutterTrailers:HARVEST_HEADER,,,APPROVED,,,,,,SC-R031,SUPPORT_AND_UTILITY,GENERAL_TOOL,,HEADER_ROAD_SUPPORT,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kemper/n3003/n3003.xml,3003,KEMPER,forageHarvesterCutters,cutter,pickup,$l10n_function_cutterForage,Headers are attached to forage harvesters.,DIRECT_MODEL,,SC-F031,HARVEST,FORAGE_HEADER,,,CORROBORATED,SUGGESTED,FUNCTION | CATEGORY,FUNCTION=$l10n_function_cutterForage:FORAGE_HEADER ; TYPE_DESC=pickup:PICKUP_HEADER ; CATEGORY=forageHarvesterCutters:FORAGE_HEADER,,,APPROVED,,,,,,SC-R036,HARVEST,FORAGE_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kemper/plus345/plus345.xml,345 Plus,KEMPER,forageHarvesterCutters,cutter,harvesting header,$l10n_function_cutterForage,Headers are attached to forage harvesters.,DIRECT_MODEL,,SC-F031,HARVEST,FORAGE_HEADER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutterForage:FORAGE_HEADER ; TYPE_DESC=harvesting header:HARVEST_HEADER ; CATEGORY=forageHarvesterCutters:FORAGE_HEADER,,,APPROVED,,,,,,SC-R036,HARVEST,FORAGE_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kemper/plus345/plus345_johnDeere.xml,345 Plus,JOHNDEERE,forageHarvesterCutters,cutter,harvesting header,$l10n_function_cutterForage,Headers are attached to forage harvesters.,INHERITED_VARIANT,INHERITED_DEFINITION | PARENT_ATTRIBUTE_OPERATIONS,SC-F031,HARVEST,FORAGE_HEADER,,,CORROBORATED,SUGGESTED_EXCEPTION_REVIEW,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutterForage:FORAGE_HEADER ; TYPE_DESC=harvesting header:HARVEST_HEADER ; CATEGORY=forageHarvesterCutters:FORAGE_HEADER,,,APPROVED,,,,,,SC-R036,HARVEST,FORAGE_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kemper/plus345/plus345_newHolland.xml,450 SFI,NEWHOLLAND,forageHarvesterCutters,cutter,harvesting header,$l10n_function_cutterForage,Headers are attached to forage harvesters.,INHERITED_VARIANT,INHERITED_DEFINITION | PARENT_ATTRIBUTE_OPERATIONS,SC-F031,HARVEST,FORAGE_HEADER,,,CORROBORATED,SUGGESTED_EXCEPTION_REVIEW,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutterForage:FORAGE_HEADER ; TYPE_DESC=harvesting header:HARVEST_HEADER ; CATEGORY=forageHarvesterCutters:FORAGE_HEADER,,,APPROVED,,,,,,SC-R036,HARVEST,FORAGE_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kemper/plus360/plus360.xml,360 Plus,KEMPER,forageHarvesterCutters,cutter,harvesting header,$l10n_function_cutterForage,Headers are attached to forage harvesters.,DIRECT_MODEL,,SC-F031,HARVEST,FORAGE_HEADER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutterForage:FORAGE_HEADER ; TYPE_DESC=harvesting header:HARVEST_HEADER ; CATEGORY=forageHarvesterCutters:FORAGE_HEADER,,,APPROVED,,,,,,SC-R036,HARVEST,FORAGE_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kemper/plus360/plus360_johnDeere.xml,360 Plus,JOHNDEERE,forageHarvesterCutters,cutter,harvesting header,$l10n_function_cutterForage,Headers are attached to forage harvesters.,INHERITED_VARIANT,INHERITED_DEFINITION | PARENT_ATTRIBUTE_OPERATIONS,SC-F031,HARVEST,FORAGE_HEADER,,,CORROBORATED,SUGGESTED_EXCEPTION_REVIEW,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutterForage:FORAGE_HEADER ; TYPE_DESC=harvesting header:HARVEST_HEADER ; CATEGORY=forageHarvesterCutters:FORAGE_HEADER,,,APPROVED,,,,,,SC-R036,HARVEST,FORAGE_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kemper/plus360/plus360_newHolland.xml,600 SFI,NEWHOLLAND,forageHarvesterCutters,cutter,harvesting header,$l10n_function_cutterForage,Headers are attached to forage harvesters.,INHERITED_VARIANT,INHERITED_DEFINITION | PARENT_ATTRIBUTE_OPERATIONS,SC-F031,HARVEST,FORAGE_HEADER,,,CORROBORATED,SUGGESTED_EXCEPTION_REVIEW,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutterForage:FORAGE_HEADER ; TYPE_DESC=harvesting header:HARVEST_HEADER ; CATEGORY=forageHarvesterCutters:FORAGE_HEADER,,,APPROVED,,,,,,SC-R036,HARVEST,FORAGE_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kemper/plus375/plus375.xml,375 Plus,KEMPER,forageHarvesterCutters,cutter,harvesting header,$l10n_function_cutterForage,Headers are attached to forage harvesters.,DIRECT_MODEL,,SC-F031,HARVEST,FORAGE_HEADER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutterForage:FORAGE_HEADER ; TYPE_DESC=harvesting header:HARVEST_HEADER ; CATEGORY=forageHarvesterCutters:FORAGE_HEADER,,,APPROVED,,,,,,SC-R036,HARVEST,FORAGE_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kemper/plus375/plus375_johnDeere.xml,375 Plus,JOHNDEERE,forageHarvesterCutters,cutter,harvesting header,$l10n_function_cutterForage,Headers are attached to forage harvesters.,INHERITED_VARIANT,INHERITED_DEFINITION | PARENT_ATTRIBUTE_OPERATIONS,SC-F031,HARVEST,FORAGE_HEADER,,,CORROBORATED,SUGGESTED_EXCEPTION_REVIEW,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutterForage:FORAGE_HEADER ; TYPE_DESC=harvesting header:HARVEST_HEADER ; CATEGORY=forageHarvesterCutters:FORAGE_HEADER,,,APPROVED,,,,,,SC-R036,HARVEST,FORAGE_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kemper/plus375/plus375_newHolland.xml,750 SFI,NEWHOLLAND,forageHarvesterCutters,cutter,harvesting header,$l10n_function_cutterForage,Headers are attached to forage harvesters.,INHERITED_VARIANT,INHERITED_DEFINITION | PARENT_ATTRIBUTE_OPERATIONS,SC-F031,HARVEST,FORAGE_HEADER,,,CORROBORATED,SUGGESTED_EXCEPTION_REVIEW,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutterForage:FORAGE_HEADER ; TYPE_DESC=harvesting header:HARVEST_HEADER ; CATEGORY=forageHarvesterCutters:FORAGE_HEADER,,,APPROVED,,,,,,SC-R036,HARVEST,FORAGE_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kemper/plus390/plus390.xml,390 Plus,KEMPER,forageHarvesterCutters,cutter,harvesting header,$l10n_function_cutterForage,Headers are attached to forage harvesters.,DIRECT_MODEL,,SC-F031,HARVEST,FORAGE_HEADER,,,CORROBORATED,SUGGESTED,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutterForage:FORAGE_HEADER ; TYPE_DESC=harvesting header:HARVEST_HEADER ; CATEGORY=forageHarvesterCutters:FORAGE_HEADER,,,APPROVED,,,,,,SC-R036,HARVEST,FORAGE_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kemper/plus390/plus390_johnDeere.xml,390 Plus,JOHNDEERE,forageHarvesterCutters,cutter,harvesting header,$l10n_function_cutterForage,Headers are attached to forage harvesters.,INHERITED_VARIANT,INHERITED_DEFINITION | PARENT_ATTRIBUTE_OPERATIONS,SC-F031,HARVEST,FORAGE_HEADER,,,CORROBORATED,SUGGESTED_EXCEPTION_REVIEW,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutterForage:FORAGE_HEADER ; TYPE_DESC=harvesting header:HARVEST_HEADER ; CATEGORY=forageHarvesterCutters:FORAGE_HEADER,,,APPROVED,,,,,,SC-R036,HARVEST,FORAGE_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kemper/plus390/plus390_newHolland.xml,900 SFI,NEWHOLLAND,forageHarvesterCutters,cutter,harvesting header,$l10n_function_cutterForage,Headers are attached to forage harvesters.,INHERITED_VARIANT,INHERITED_DEFINITION | PARENT_ATTRIBUTE_OPERATIONS,SC-F031,HARVEST,FORAGE_HEADER,,,CORROBORATED,SUGGESTED_EXCEPTION_REVIEW,FUNCTION | TYPE_DESC | CATEGORY,FUNCTION=$l10n_function_cutterForage:FORAGE_HEADER ; TYPE_DESC=harvesting header:HARVEST_HEADER ; CATEGORY=forageHarvesterCutters:FORAGE_HEADER,,,APPROVED,,,,,,SC-R036,HARVEST,FORAGE_HEADER,,,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
kesla/nd144/nd144.xml,144ND,KESLA,woodTransport,craneTrailer,timber trailer,$l10n_function_forestryTransport,This vehicle can transport tree logs.,DIRECT_MODEL,,SC-F044,FORESTRY,TIMBER_TRAILER,,LOG_TRANSPORT,TYPE_OR_CATEGORY_INFERRED,SUGGESTED,TYPE_DESC | DECLARED_TYPE | CATEGORY,TYPE_DESC=timber trailer:TIMBER_TRAILER ; DECLARED_TYPE=craneTrailer:GENERAL_TRAILER ; CATEGORY=woodTransport:TIMBER_TRAILER,,DECLARED_TYPE:GENERAL_TRAILER,APPROVED,,,,,,SC-R052,FORESTRY,TIMBER_TRAILER,,LOG_TRANSPORT,APPROVAL_INHERITANCE,HUMAN_REVIEWED,1.0
